instrument_code,mission_name,before_name,after_name,before_description,after_description,changed
spase://SMWG/Instrument/ParkerSolarProbe/SWEAP,Parker Solar Probe,SWEAP,"PSP Solar Wind Electrons Alphas and Protons, SWEAP, Instrument",SWEAP,"ElectrostaticAnalyser: The Solar Wind Electrons Alphas and Protons investigation is designed to make counts of protons, helium ions, and electrons and measure their velocities, densities, and temperatures.",yes
spase://SMWG/Instrument/ParkerSolarProbe/FIELDS/RFS/HFR,Parker Solar Probe,HFR,"Parker Solar Probe, PSP, FIELDS Suite, Radio Frequency Spectrometer, High Frequency Receiver, RFS/HFR, Instrument",FIELDS,"SpectralPowerReceiver: The Radio Frequency Spectrometer, RFS, is a dual channel digital spectrometer, designed for both remote sensing of radio waves and in situ measurement of electrostatic fluctuations.",yes
spase://SMWG/Instrument/ParkerSolarProbe/FIELDS/RFS/LFR,Parker Solar Probe,LFR,"Parker Solar Probe, PSP, FIELDS Suite, Radio Frequency Spectrometer, Low Frequency Receiver, RFS/LFR, Instrument",FIELDS,"SpectralPowerReceiver: The Radio Frequency Spectrometer, RFS, is a dual channel digital spectrometer, designed for both remote sensing of radio waves and in situ measurement of electrostatic fluctuations.",yes
spase://SMWG/Instrument/ParkerSolarProbe/ISOIS/EPI-Hi/HET,Parker Solar Probe,HET,"Parker Solar Probe, PSP, Integrated Science Investigation of the Sun, ISOIS, Suite, Energetic Particle Instrument-Hi, High Energy Telescope, EPI-Hi/HET, Instrument",ISOIS,"EnergeticParticleInstrument: The PSP Energetic Solar Probe high energy instrument, EPI-Hi, measures energetic particles in the upper portion of the ISIS energy range.",yes
spase://SMWG/Instrument/ParkerSolarProbe/ISOIS/EPI-Hi/LET1,Parker Solar Probe,LET1,"Parker Solar Probe, PSP, Integrated Science Investigation of the Sun, ISOIS, Suite, Energetic Particle Instrument-Hi, Low Energy Telescope 1, EPI-Hi/LET1, Instrument",ISOIS,"EnergeticParticleInstrument: The PSP Energetic Solar Probe high energy instrument, EPI-Hi, measures energetic particles in the upper portion of the ISIS energy range.",yes
spase://SMWG/Instrument/ParkerSolarProbe/ISOIS/EPI-Hi/LET2,Parker Solar Probe,LET2,"Parker Solar Probe, PSP, Integrated Science Investigation of the Sun, ISOIS, Suite, Energetic Particle Instrument-Hi, Low Energy Telescope 2, EPI-Hi/LET2, Instrument",ISOIS,"EnergeticParticleInstrument: The PSP Energetic Solar Probe high energy instrument, EPI-Hi, measures energetic particles in the upper portion of the ISIS energy range.",yes
spase://SMWG/Instrument/ParkerSolarProbe/ISOIS/EPI-Lo,Parker Solar Probe,EPI-Lo,"Parker Solar Probe, PSP, Integrated Science Investigation of the Sun, ISOIS, Suite, Energetic Particle Instrument-Lo, EPI-Lo, Instrument",ISOIS,"EnergeticParticleInstrument: The PSP Energetic Particle Instrument low energy instrument, EPI-Lo, measures energetic particles in the lower portion of the ISIS energy range.",yes
spase://SMWG/Instrument/ParkerSolarProbe/SWEAP/SPAN-A,Parker Solar Probe,SPAN-A,"Parker Solar Probe, PSP, Solar Wind Electrons Alphas and Protons, SWEAP, Suite, Solar Probe Analyzer-A, SPAN-A, Instrument",SWEAP,"ElectrostaticAnalyser: The PSP SWEAP instrument consists of the Solar Probe Cup, SPC, a Sun-viewing fast Faraday Cup designed to operate under extreme temperatures, and the Solar Probe Analyzers, SPAN, a combination of three electrostatic analyzers, ESAs, that make detailed measurements of ion and electron velocity distributions from the shadowed region behind the spacecraft heat shield.",yes
spase://SMWG/Instrument/ParkerSolarProbe/SWEAP/SPAN-B,Parker Solar Probe,SPAN-B,"Parker Solar Probe, PSP, Solar Wind Electrons Alphas and Protons, SWEAP, Suite, Solar Probe Analyzer-B, SPAN-B, Instrument",SWEAP,"ElectrostaticAnalyser: The PSP SWEAP instrument consists of the Solar Probe Cup, SPC, a Sun-viewing fast Faraday Cup designed to operate under extreme temperatures, and the Solar Probe Analyzers, SPAN, a combination of three electrostatic analyzers, ESAs, that make detailed measurements of ion and electron velocity distributions from the shadowed region behind the spacecraft heat shield.",yes
spase://SMWG/Instrument/RBSP/A/RBSPICE,Radiation Belt Storm Probe Satellite,RBSPICE,Radiation Belt Storm Probes Ion Composition Experiment (RBSPICE),Radiation Belt Storm Probes Ion Composition Experiment (RBSPICE),"EnergeticParticleInstrument: ""This investigation will provide observations that accurately resolve the ring current pressure distribution needed to understand how the inner magnetosphere changes during geomagnetic storms and how that storm environment supplies and supports the acceleration and loss processes involved in creating and sustaining hazardous radiation particle populations.",yes
spase://SMWG/Instrument/RBSP/A/Ephemeris,Radiation Belt Storm Probe Satellite,Ephemeris,RBSP A Positions,RBSP A Positions,Platform: RBSP A spacecraft positions in various coordinate systems,yes
spase://SMWG/Instrument/RBSP/A/EMFISIS,Radiation Belt Storm Probe Satellite,EMFISIS,Electric and Magnetic Field Instrument Suite and Integrated Science (EMFISIS),Electric and Magnetic Field Instrument Suite and Integrated Science (EMFISIS),"WaveformReceiver: ""RBSP-EMFISIS Instrument Suite .",yes
spase://SMWG/Instrument/RBSP/B/RBSPICE,Radiation Belt Storm Probe Satellite,RBSPICE,Radiation Belt Storm Probes Ion Composition Experiment (RBSPICE),Radiation Belt Storm Probes Ion Composition Experiment (RBSPICE),"EnergeticParticleInstrument: ""This investigation will provide observations that accurately resolve the ring current pressure distribution needed to understand how the inner magnetosphere changes during geomagnetic storms and how that storm environment supplies and supports the acceleration and loss processes involved in creating and sustaining hazardous radiation particle populations.",yes
spase://SMWG/Instrument/RBSP/B/Ephemeris,Radiation Belt Storm Probe Satellite,Ephemeris,RBSP B Positions,RBSP B Positions,Platform: RBSP B spacecraft positions in various coordinate systems,yes
spase://SMWG/Instrument/RBSP/B/EMFISIS,Radiation Belt Storm Probe Satellite,EMFISIS,Electric and Magnetic Field Instrument Suite and Integrated Science (EMFISIS),Electric and Magnetic Field Instrument Suite and Integrated Science (EMFISIS),"WaveformReceiver: ""RBSP-EMFISIS Instrument Suite .",yes
spase://SMWG/Instrument/RBSP/A/EFW,Radiation Belt Storm Probe Satellite,EFW,Electric Field and Waves Suite (EFW),Electric Field and Waves Suite (EFW),"EnergeticParticleInstrument: ""The investigation will provide the observations needed to understand the electric field properties associated with particle energization, scattering and transport, and the role of the large-scale convection electric field in modifying the structure of the inner magnetosphere.",yes
spase://SMWG/Instrument/RBSP/A/RPS,Radiation Belt Storm Probe Satellite,RPS,Relativistic Proton Spectrometer (RPS),Relativistic Proton Spectrometer (RPS),"EnergeticParticleInstrument: ""The RPS will measure inner Van Allen belt protons with energies from 50 MeV to 2 GeV.",yes
spase://SMWG/Instrument/RBSP/A/ECT,Radiation Belt Storm Probe Satellite,ECT,"Energetic Particle, Composition and Thermal Plasma Suite (ECT)","Energetic Particle, Composition and Thermal Plasma Suite (ECT)","EnergeticParticleInstrument: The Energetic Particle, Composition and Thermal Plasma Suite (ECT).",yes
spase://SMWG/Instrument/RBSP/B/EFW,Radiation Belt Storm Probe Satellite,EFW,Electric Field and Waves Suite (EFW),Electric Field and Waves Suite (EFW),"EnergeticParticleInstrument: ""The investigation will provide the observations needed to understand the electric field properties associated with particle energization, scattering and transport, and the role of the large-scale convection electric field in modifying the structure of the inner magnetosphere.",yes
spase://SMWG/Instrument/RBSP/B/RPS,Radiation Belt Storm Probe Satellite,RPS,Relativistic Proton Spectrometer (RPS),Relativistic Proton Spectrometer (RPS),"EnergeticParticleInstrument: ""The RPS will measure inner Van Allen belt protons with energies from 50 MeV to 2 GeV.",yes
spase://SMWG/Instrument/RBSP/B/ECT,Radiation Belt Storm Probe Satellite,ECT,"Energetic Particle, Composition and Thermal Plasma Suite (ECT)","Energetic Particle, Composition and Thermal Plasma Suite (ECT)","EnergeticParticleInstrument: The Energetic Particle, Composition and Thermal Plasma Suite (ECT).",yes
spase://SMWG/Instrument/RENU2/COWBOY,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",COWBOY,"RENU2, COrnell Wire BOom Yo-yo, COWBOY, Instrument","RENU2, COrnell Wire BOom Yo-yo, COWBOY, Instrument","LongWire: Rocket Experiment for Neutral Upwelling 2, RENU2, COrnell Wire BOom Yo-yo, COWBOY, Electric Field Booms with Damper System - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/RENU2/EPLAS,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",EPLAS,"RENU2, Electron Plasma, EPLAS, Top Hat Analyzer","RENU2, Electron Plasma, EPLAS, Top Hat Analyzer","ElectrostaticAnalyser: Rocket Experiment for Neutral Upwelling 2, RENU2, Electron Plasma, EPLAS, Instrument - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/RENU2/ERPA,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",ERPA,"RENU2, Electron Retarding Potential Analyzer, ERPA, Instrument","RENU2, Electron Retarding Potential Analyzer, ERPA, Instrument","ElectrostaticAnalyser: Rocket Experiment for Neutral Upwelling 2, RENU2, Electron Retarding Potential Analyzer, ERPA, Instrument - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/RENU2/FGM,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",FGM,"RENU2, Fluxgate Science Magnetometer, FGM, Instrument","RENU2, Fluxgate Science Magnetometer, FGM, Instrument","Magnetometer: Rocket Experiment for Neutral Upwelling 2, RENU2, Fluxgate Science Magnetometer, FGM, Instrument - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/RENU2/IG2,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",IG2,"RENU2, Anelva Ion Gauge, IG2, Instrument","RENU2, Anelva Ion Gauge, IG2, Instrument","IonGauge: Rocket Experiment for Neutral Upwelling 2, RENU2, Anelva Ion Gauge, IG2, Instrument - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/RENU2/PMT,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",PMT,"RENU2, Photomultiplier Tubes, PMT","RENU2, Photomultiplier Tubes, PMT","PhotomultiplierTube: Rocket Experiment for Neutral Upwelling 2, RENU2, Photomultiplier Tube, PMT, Set consists of three Photomultiplier Tubes - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/RENU2/UVPMT,"Rocket Experiment for Neutral Upwelling 2, RENU 2, Sounding Rocket Payload",UVPMT,"RENU2, Ultraviolet Photomultiplier Tube, UVPMT, Instrument","RENU2, Ultraviolet Photomultiplier Tube, UVPMT, Instrument","PhotomultiplierTube: Rocket Experiment for Neutral Upwelling 2, RENU2, Ultraviolet Photomultiplier Tube, UVPMT, Instrument - The RENU2 NASA Sounding Rocket Mission launched into the Dayside Cusp Region from the Andoya Space Center at 07:34 UT on December 13, 2015.",yes
spase://SMWG/Instrument/Rosetta/Ephemeris,Rosetta,Ephemeris,Rosetta Positions,Rosetta Positions,Platform: Rosetta Spacecraft Ephemeris Virtual Instrument,yes
spase://SMWG/Instrument/ROCSAT-1/IPEI,ROCSAT-1,IPEI,"ROCSAT1,IPEI, Ionospheric Plasma and Electrodynamics Instrument","ROCSAT1,IPEI, Ionospheric Plasma and Electrodynamics Instrument","IonChamber: The Ionospheric Plasma and Electrodynamics Instrument (IPEI) is a joint project of the National Space Program Office of the Republic of China, the University of Texas at Dallas, The National Central University, and the National Chiao-Tung University.",yes
spase://SMWG/Instrument/Sakigake/Ephemeris,Sakigake,Ephemeris,Sakigake Positions,Sakigake Positions,Platform: Sakigake Spacecraft Ephemeris Virtual Instrument,yes
spase://SMWG/Instrument/SESAME/AIS,SESAME,AIS,SESAME Advanced Ionospheric Sounder,SESAME Advanced Ionospheric Sounder,Sounder: The AIS (Advanced Ionospheric Sounder) is part of SESAME.,yes
spase://SMWG/Instrument/SESAME/FPI,SESAME,FPI,SESAME Fabry-Perot Interferometer,SESAME Fabry-Perot Interferometer,Interferometer: The SESAME FPI (Satellite Experiments Simultaneous with Antarctic MEasurements Fabry-Perot Interferometer) measured Doppler shifts by imaging the wavelengths of oxygen emissions with high resolution and precision.,yes
spase://SMWG/Instrument/SESAME/MAG,SESAME,MAG,SESAME Magnetometer,SESAME Magnetometer,"Magnetometer: The SESAME MAG (Satellite Experiments Simultaneous with Antarctic MEasurements Magnetometer) is an EDA fluxgate magnetometer that samples the H, D, and Z components of the Earth's magnetic field once every second with a resolution of approximately 1 nT.",yes
spase://SMWG/Instrument/SESAME/RIO,SESAME,RIO,SESAME Riometer,SESAME Riometer,Riometer: The SESAME Rio (Satellite Experiments Simultaneous with Antarctic MEasurements Riometer) is a relative ionospheric opacity meter which is a radio receiver for monitoring the intensity of cosmic radio noise.,yes
spase://SMWG/Instrument/SESAME/VLF-ELF,SESAME,VLF-ELF,SESAME VELOX,SESAME VELOX,WaveformReceiver: The SESAME VELOX (Satellite Experiments Simultaneous with Antarctic MEasurements VLF-ELF Logger Experiment) is a 10-channel radio receiver in the 0.,yes
spase://SMWG/Instrument/SNOE/UVS,Student Nitric Oxide Explorer (SNOE),UVS,Student Nitric Oxide Explorer (SNOE) Ultraviolet Spectrometer (UVS),Student Nitric Oxide Explorer (SNOE) Ultraviolet Spectrometer (UVS),"Spectrometer: The objective of the ultraviolet spectrometer (UVS) on board the Student Nitric Oxide Explorer (SNOE) is to measure the density of nitric oxide in the terrestrial upper atmosphere (thermosphere) by observing the (1,0) and (0,1) gamma bands.",yes
spase://SMWG/Instrument/SOHO/Ephemeris,Solar and Heliospheric Observatory,Ephemeris,SOHO Positions,SOHO Positions,Platform: SOHO spacecraft positions,yes
spase://SMWG/Instrument/SolarOrbiter/Ephemeris,Solar Orbiter Spacecraft,Ephemeris,Solar Orbiter Positions,Solar Orbiter Positions,Platform: Solar Orbiter Spacecraft Ephemeris Virtual Instrument,yes
spase://SMWG/Instrument/ST5-094/Ephemeris,ST5-094,Ephemeris,ST5-094 Positions,ST5-094 Positions,Platform: ST5-094 spacecraft positions in various coordinate systems,yes
spase://SMWG/Instrument/ST5-155/Ephemeris,ST5 Mission,Ephemeris,ST5-155 Positions,ST5-155 Positions,Platform: ST5-155 spacecraft positions in various coordinate systems,yes
spase://SMWG/Instrument/ST5-224/Ephemeris,ST5-224,Ephemeris,ST5-224 Positions,ST5-224 Positions,Platform: ST5-224 spacecraft positions in various coordinate systems,yes
spase://SMWG/Instrument/STEREO-A/Ephemeris,STEREO Mission,Ephemeris,STEREO-A Position,STEREO-A Position,Platform: STEREO-A spacecraft position in various coordinate systems,yes
spase://SMWG/Instrument/STEREO-A/IMPACT,STEREO Mission,IMPACT,STEREO-A IMPACT,STEREO-A IMPACT,"Magnetometer: The In situ Measurements of Particles and CME Transients (IMPACT) investigation makes observations of plasma electrons, magnetic fields and energetic particles using an array of seven instruments.",yes
